text,label,language,text_en
Abteilungsleiter Programm Management (Vertrieb/...,Lead,de,Head of Department Programme Management (distribution/...
Abteilungsleiter Sales,Lead,de,Head of Sales
Abteilungsleiter Sales Information & Processes,Lead,de,Head of Sales Information & Processes
Abteilungsleiter Sales Information Management,Lead,de,Head of Sales Information Management
Abteilungsleiter Sales/Vertrieb/Customer Manage...,Lead,de,Head of Sales/Sales/Customer Manage...
Abteilungsleiter Vertrieb,Lead,de,Head of Sales
Abteilungsleiter Vertrieb Deutschland,Lead,de,Head of Sales Germany
Abteilungsleiter Vertrieb Koordination,Lead,de,Head of Sales Coordination
Abteilungsleiter Vertrieb Portfolioservices,Lead,de,Head of Sales Portfolio Services
Abteilungsleiter Vertrieb und Personal,Lead,de,Head of Sales and Personnel
Abteilungsleiter Vertriebsinnendienst,Lead,de,Head of Division Internal Sales Service
Abteilungsleiter Zentrale Vertriebsentwicklung ...,Lead,de,Head of Division Central Sales Development ...
Abteilungsleiterin Vertrieb,Lead,de,Head of Sales
Abteilungsleiterin Vertrieb Europa,Lead,de,Head of Sales Europe
Abteilungsleitung Vertrieb,Lead,de,Head of Sales
Abteilungsleitung Vertrieb Inland,Lead,de,Head of Sales Domestic
Abteilungsleitung Vertrieb und Geschäftsentwicklung,Lead,de,Head of Sales and Business Development
Abteilungsleitung Vertrieb/Kundenservice Inland,Lead,de,Head of Sales/Customer Service Domestic
Abteilungsleitung Vertriebsinnendienst und Proj...,Lead,de,Head of Division Internal Sales Service and Proj...
Assistent der Vertriebsleitung,Lead,de,Sales Manager Assistant
Assistent Vertriebsleitung Service-Team,Lead,de,Assistant Sales Manager Service Team
Assistentin - Leiter Vertrieb Süd,Lead,de,Assistant - Head of Sales South
Assistentin der Geschäftsleitung / Vertrieb,Lead,de,Assistant to the management / sales
Assistentin der Vertriebs- und Geschäftsleitung,Lead,de,Assistant to the Sales and Management Board
Assistentin der Vertriebsleitung,Lead,de,Sales Manager Assistant
Assistentin der Vertriebsleitung / Projektkoord...,Lead,de,Assistant of the Sales Management / Project Coord...
Assistentin der Vertriebsleitung International,Lead,de,Assistant to Sales Manager International
Assistentin Leiter Vertrieb,Lead,de,Assistant Head of Sales
Assistentin Vertriebsleitung,Lead,de,Assistant Sales Manager
Assistenz - Leitung Vertrieb und Entwicklung,Lead,de,Assistance - Head of Sales and Development
Assistenz Bereichsleitung Vertrieb,Lead,de,Assistance Head of Division Sales
Assistenz der Vertriebs- / Geschäftsleitung,Lead,de,Assistance of the sales / management
Assistenz der Vertriebsleitung,Lead,de,Assistance of the sales management
Assistenz Vertriebsinnendienstleitung / Key Account Branchenbetreuer,Lead,de,Assistance Internal Sales Manager / Key Account Industry Manager
Assistenz Vertriebsleitung,Lead,de,Assistance Sales Manager
Bereichsleitung / Vertrieb,Lead,de,Divisional management / distribution
Bereichsleitung Innovation / Vertrieb,Lead,de,Head of Innovation/Distribution
Bereichsleitung Prozessoptimierung | Beratung und Vertrieb,Lead,de,Divisional Management Process Optimization 的 Consulting and Sales
Bereichsleitung Vertrieb,Lead,de,Divisional Management Sales
Bereichsleitung Vertriebsförderung,Lead,de,Head of Sales Promotion
Business Support at SAP | Salesforce CRM | Leiter Verkaufsinnendienst,Lead,de,Business Support at SAP - Salesforce CRM - Head of Internal Sales Service
Consultant / Leitung Vertrieb,Lead,de,Consultant / Head of Sales
Customer Care (Leiter Vertrieb),Lead,de,Customer Care (Head of Sales)
Gebietsleitung Vertrieb Außendienst,Lead,de,Area management Distribution Field service
Gebietsverkaufsleitung + Projektleiter Einführung Salesforce für Rope & Lifting,Lead,de,Area Sales Manager + Project Manager Introduction Salesforce for Rope & Lifting
Gesamtleitung Sales / marketing,Lead,de,Global management Sales / marketing
Gesamtleitung Vertrieb,Lead,de,Total management Distribution
Geschäftsentwicklung - Leiter Vertrieb und Mark...,Lead,de,Business Development - Head of Sales and Mark...
Geschäftsleitung - Vertrieb,Lead,de,Management - Sales
Geschäftsleitung Sales & Acquisition,Lead,de,Management Sales & Acquisition
Geschäftsleitung Vertrieb,Lead,de,Management Sales
Geschäftsleitung Vertrieb & Geschäftsentwicklung / Prokurist,Lead,de,Management Sales & Business Development / Procurist
Geschäftsleitung Vertrieb (ppa.),Lead,de,Management Sales (ppa.)
Geschäftsleitung Vertrieb (Prokurist),Lead,de,Management Sales (Procurer)
Geschäftsleitung Vertrieb / Prokurist,Lead,de,Management Sales / Procurator
Geschäftsleitung Vertrieb | Head of Sales,Lead,de,Head of Sales
Geschäftsleitung Vertrieb Deutschland,Lead,de,Management Sales Germany
Geschäftstellenleitung München / Vertrieb Unter...,Lead,de,Office Management Munich / Sales Subs...
Head of Customer Sales Service / Leiter Vertriebsinnendienst,Lead,de,Head of Customer Sales Service / Head of Internal Sales Service
Head of Field Sales Consumer Beauty (Leitung Außendienst),Lead,de,Head of Field Sales Consumer Beauty
Head of Sales / Leitung Vertrieb,Lead,de,Head of Sales / Head of Sales
Head of Sales / Mitglied der Geschäftsleitung,Lead,de,Head of Sales / Member of the Executive Board
Head of Sales BMW / MINI - Leiter Vertrieb Neue...,Lead,de,Head of Sales BMW / MINI - Head of Sales New...
Head of Sales Germany / Leiter Vertrieb Deutsch...,Lead,de,Head of Sales Germany / Head of Sales German...
Head of Sales Global / Vertriebsleitung,Lead,de,Head of Sales Global / Sales Manager
Head of Sales/ Vertriebsleitung,Lead,de,Head of Sales/ Sales Management
Head of Sales/Leiter Vertrieb,Lead,de,Head of Sales/Head of Sales
Innendienst / Assistentin Geschäftsleitung & Vertrieb,Lead,de,Internal Service / Assistant Management & Sales
Innendienstleitung Vertrieb,Lead,de,Internal Service Sales
Innendienstleitung Vertrieb + Projektmanagement,Lead,de,Internal Service Management Sales + Project Management
Key Account Manager (Komm. Leitung Sales),Lead,de,Key Account Manager (Head of Sales)
Kfm. Leiter Vertrieb,Lead,de,Kfm. Head of Sales
Leiter After Sales,Lead,en,Leiter After Sales
Leiter B2B-Sales,Lead,de,Head of B2B sales
Leiter Bereich Vertrieb,Lead,de,Head of Distribution
Leiter Bereich Vertrieb / Vertriebssteuerung un...,Lead,de,Head of Sales / Sales Management and...
Leiter Business & Sales Development,Lead,de,Head of Business & Sales Development
Leiter Business Development & Vertrieb,Lead,de,Head of Business Development & Sales
Leiter Business Development & Vertrieb / CBDO,Lead,de,Head of Business Development & Sales / CBDO
Leiter Business Development / Vertriebsleiter S...,Lead,de,Head of Business Development / Sales Manager S...
Leiter Business Process Development (Sales),Lead,en,Leiter Business Process Development (Sales)
Leiter Datenmanagement / Vertriebsinnendienst,Lead,de,Head of Data Management / Internal Sales Service
Leiter der Vertriebsgesellschaft,Lead,de,Head of the distribution company
Leiter Digital Sales,Lead,de,Head of Digital Sales
Leiter direkter Vertrieb,Lead,de,Head of direct sales
Leiter Engineering / Leiter Vertrieb - Center 2,Lead,de,Head of Engineering / Head of Sales - Center 2
Leiter Export Vertriebspartner,Lead,de,Head of Export Distribution Partner
Leiter Firmenkunden / Head of Sales,Lead,de,Head of Corporate Clients / Head of Sales
Leiter Geschäftsentwicklung und Vertrieb,Lead,de,Head of Business Development and Sales
"Leiter Geschäftsfeld ""Vertriebssysteme und Archive""",Lead,de,"Head of Business Unit ""Sales Systems and Archives"""
Leiter Global Sales Excellence,Lead,de,Head of Global Sales Excellence
Leiter Global Sales Processes,Lead,de,Head of Global Sales Processes
Leiter Innendienst Vertrieb D,Lead,de,Head of Internal Sales D
Leiter Inside Sales,Lead,pt,Leiter Inside Sales
Leiter Inside Sales / Vertriebsinnendienst,Lead,de,Head of Inside Sales / Internal Sales Service
Leiter Internal Sales,Lead,de,Head of Internal Sales
Leiter International Sales,Lead,de,Head of International Sales
Leiter International Sales / Leiter Produktmanagement,Lead,de,Head of International Sales / Head of Product Management
Leiter IT Koordination - Vertriebssteuerungssysteme und CRM,Lead,de,Head of IT Coordination - Sales Control Systems and CRM
Leiter IT Vertrieb,Lead,de,Head of IT Sales
Leiter IT-Infrastructure Sales Teams,Lead,nl,Leiter IT-Infrastructure Sales Teams
Leiter Kommunikation und Vertrieb,Lead,de,Head of Communications and Sales
Leiter Kundenservice und Vertrieb,Lead,de,Head of Customer Service and Sales
Leiter Logistik / Assistenz Einkauf/Vertrieb,Lead,de,Head of Logistics / Assistance Purchasing / Sales
Leiter Maklervertrieb Leben - Geschäftsführer Zürich Vertriebs GmbH,Lead,de,Head of Realtor Sales Life - Managing Director Zürich Vertriebs GmbH
Leiter Media | Vertrieb | Verlagsmarketing,Lead,de,"Head of Media, Sales, Publishing Marketing"
Leiter Neukundenakquise und Online-Vertrieb,Lead,de,Head of New Customer Acquisition and Online Sales
Leiter Partnermanagement & Sales,Lead,de,Head of Partner Management & Sales
Leiter Planung und Vertrieb,Lead,de,Head of Planning and Sales
Leiter PreSales & Business Development,Lead,de,Head of PreSales & Business Development
Leiter Projekt- und Prozessmanagement | Vertrieb Deutschland,Lead,de,"Head of Project and Process Management, Sales Germany"
Leiter Projektierung / Vertrieb,Lead,de,Head of Project Management / Sales
Leiter Prozessmanagement Vertrieb,Lead,de,Head of Process Management Sales
Leiter Qualifikations- und Vertriebsentwicklung,Lead,de,Head of Skills and Sales Development
Leiter Regional-Vertrieb,Lead,de,Head of Regional Sales
Leiter Sales,Lead,de,Head of Sales
Leiter Sales & Distribution B2B,Lead,ur,Leiter Sales & Distribution B2B
Leiter Sales & Presales IT-Outsourcing / Mitgli...,Lead,de,Head of Sales & Presales IT Outsourcing / Mitgli...
Leiter Sales Administration EMEA,Lead,pt,Leiter Sales Administration EMEA
Leiter Sales Back Office Service,Lead,de,Head of Sales Back Office Service
Leiter Sales Center & Projektmanagement,Lead,de,Head of Sales Center & Project Management
Leiter Sales Controlling,Lead,de,Head of Sales Controlling
Leiter Sales Data Base,Lead,de,Head of Sales Data Base
Leiter Sales Development,Lead,de,Head of Sales Development
Leiter Sales Development Zentraleuropa,Lead,de,Head of Sales Development Central Europe
Leiter Sales Execution & Coordination,Lead,en,Leiter Sales Execution & Coordination
Leiter Sales national,Lead,de,Head of Sales National
Leiter Sales Operations,Lead,en,Leiter Sales Operations
Leiter Sales Support,Lead,de,Head of Sales Support
Leiter Sales und Operations,Lead,de,Head of Sales and Operations
Leiter SAP & Sales Controlling,Lead,de,Head of SAP & Sales Controlling
Leiter SAP Sales Services und SAP Basis,Lead,de,Head of SAP Sales Services and SAP Basis
Leiter Service & Sales,Lead,de,Head of Service & Sales
Leiter Service Vertrieb,Lead,de,Head of Service Sales
Leiter Service Vertrieb (D/A,Lead,de,Head of Service Sales (D/A)
Leiter Solution Sales,Lead,de,Head of Solution Sales
Leiter Stammdaten und Vertriebsservices,Lead,de,Head of Master Data and Sales Services
Leiter Steuerung und Koordination im Ressort Geschäftsführung Vertrieb,Lead,de,Head of Management and Coordination in the Department of Management Sales
Leiter Strategische Projekte / Vertriebsgruppenleiter,Lead,de,Head of Strategic Projects / Head of Sales Group
Leiter strategischer Vertrieb,Lead,de,Head of Strategic Distribution
Leiter System Vertrieb,Lead,de,Head of System Distribution
Leiter Technik und Vertrieb,Lead,de,Head of Technology and Sales
Leiter Technischer Vertrieb,Lead,de,Head of Technical Sales
Leiter Technischer Vertrieb / Projektmanager,Lead,de,Head of Technical Sales / Project Manager
Leiter Unternehmensentwicklung und Vertrieb,Lead,de,Head of Business Development and Sales
Leiter Unternehmenskommunikation und Vertrieb / Prokurist,Lead,de,Head of Corporate Communications and Sales / Procurator
Leiter Vertrieb,Lead,de,Head of Sales
Leiter Vertrieb - Business Services & Consulting,Lead,de,Head of Sales - Business Services & Consulting
Leiter Vertrieb  Network / IT Security,Lead,de,Head of Sales Network / IT Security
Leiter Vertrieb - Region Nord,Lead,de,Head of Sales - North Region
Leiter Vertrieb & Business Development,Lead,de,Head of Sales & Business Development
Leiter Vertrieb & Edelmetall-Services,Lead,de,Head of Sales & Precious Metal Services
Leiter Vertrieb & Entwicklung,Lead,de,Head of Sales & Development
Leiter Vertrieb & Key Account (Messe Konatkt),Lead,de,Head of Sales & Key Account (Messe Konatkt)
Leiter Vertrieb & Kundenbetreuung,Lead,de,Head of Sales & Customer Support
Leiter Vertrieb & Kundenservice,Lead,de,Head of Sales & Customer Service
Leiter Vertrieb & Partnermanagement,Lead,de,Head of Sales & Partner Management
Leiter Vertrieb & Projektentwicklung,Lead,de,Head of Sales & Project Development
Leiter Vertrieb & Qualität After Sales,Lead,de,Head of Sales & Quality After Sales
Leiter Vertrieb & Service,Lead,de,Head of Sales & Service
Leiter Vertrieb (Deutschland),Lead,de,Head of Sales (Germany)
Leiter Vertrieb (Messe Kontakt),Lead,de,Head of Sales (Trade Fair Contact)
Leiter Vertrieb (Prokurist),Lead,de,Head of Sales (Procurer)
Leiter Vertrieb /  Team Leader,Lead,de,Head of Sales / Team Leader
Leiter Vertrieb / Business Development,Lead,de,Head of Sales / Business Development
Leiter Vertrieb / Controlling,Lead,de,Head of Sales / Controlling
Leiter Vertrieb / Geschäftsführer,Lead,de,Head of Sales / Managing Director
Leiter Vertrieb / Head of Business Development,Lead,de,Head of Sales / Head of Business Development
Leiter Vertrieb / Head of Sales,Lead,de,Head of Sales / Head of Sales
Leiter Vertrieb / Head of Sales - Refractory Systems,Lead,de,Head of Sales / Head of Sales - Refractory Systems
Leiter Vertrieb / Head of Sales - Schwertransport / Division Heavy Haulage,Lead,de,Head of Sales / Head of Sales - Heavy Transport / Heavy Haulage Division
Leiter Vertrieb / Kundenbetreuung,Lead,de,Head of Sales / Customer Support
Leiter Vertrieb / Leiter Geschäftsentwicklung -...,Lead,de,Head of Sales / Head of Business Development -...
Leiter Vertrieb / Produktmanagement Datenschutz/IT-Sicherheit,Lead,de,Head of Sales / Product Management Data Protection / IT Security
Leiter Vertrieb / Prokurist,Lead,de,Head of Sales / Procurator
Leiter Vertrieb / Vertrieb,Lead,de,Head of Sales / Sales
Leiter Vertrieb Asien,Lead,de,Head of Sales Asia
Leiter Vertrieb Außendienst,Lead,de,Head of Sales Field Service
Leiter Vertrieb- Außendienst / Head of Sales,Lead,de,Head of Sales- Field Service / Head of Sales
Leiter Vertrieb Automation,Lead,de,Head of Sales Automation
Leiter Vertrieb B2C,Lead,de,Head of Sales B2C
Leiter Vertrieb Bestandskunden,Lead,de,Head of Sales of existing customers
Leiter Vertrieb Bitumen / Head of Sales Bitumen,Lead,de,Head of Sales Bitumen / Head of Sales Bitumen
