,text,label,language,text_en
6123,Head of Group Regional Sales Management,Senior,en,Head of Group Regional Sales Management
6124,Head of GSS Sales & Relationship Management,Senior,en,Head of GSS Sales & Relationship Management
6125,Head of Inhouse Sales Management,Senior,en,Head of Inhouse Sales Management
6126,Head of Order Management Sales & Service,Senior,en,Head of Order Management Sales & Service
6127,Head of Product Management | Head of Sales Processing,Senior,en,Head of Product Management | Head of Sales Processing
6128,Head of Product Management and PreSales,Senior,en,Head of Product Management and PreSales
6129,Head of Project Management & Project Sales,Senior,en,Head of Project Management & Project Sales
6130,Head of Sales - Partner & Keyaccount Management,Senior,en,Head of Sales - Partner & Keyaccount Management
6131,Head of Sales & Account Management,Senior,en,Head of Sales & Account Management
6132,Head of Sales & Account Management Frankfurt,Senior,en,Head of Sales & Account Management Frankfurt
6133,Head of Sales & Event Management,Senior,en,Head of Sales & Event Management
6134,Head of Sales & Key Account Management,Senior,en,Head of Sales & Key Account Management
6135,Head of Sales & Product Management,Senior,en,Head of Sales & Product Management
6136,Head of Sales & Project Management,Senior,en,Head of Sales & Project Management
6137,Head of Sales / Member of the Management Team,Senior,en,Head of Sales / Member of the Management Team
6138,Head of Sales and Account Management,Senior,en,Head of Sales and Account Management
6139,Head of Sales and Account Management Germany,Senior,en,Head of Sales and Account Management Germany
6140,Head of Sales and Key Account Management,Senior,en,Head of Sales and Key Account Management
6141,Head of Sales DACH & Account Management,Senior,en,Head of Sales DACH & Account Management
6142,Head of Sales Germany and Product Management,Senior,en,Head of Sales Germany and Product Management
6143,Head of Sales Management,Senior,en,Head of Sales Management
6144,Head of Sales Platforms & Customer Management,Senior,en,Head of Sales Platforms & Customer Management
6145,Head of Sales Systems / CRM & Campaign Management,Senior,en,Head of Sales Systems / CRM & Campaign Management
6146,Head of Strategic Sales Management,Senior,en,Head of Strategic Sales Management
6147,Head of Territory Sales Management,Senior,en,Head of Territory Sales Management
6148,Head Sales Management & Support,Senior,en,Head Sales Management & Support
6149,International Sales Management,Senior,en,International Sales Management
6150,IT Projekt Management / CRM Salesforce Admin / Trainings-Management SAP,Senior,en,IT Projekt Management / CRM Salesforce Admin / Trainings-Management SAP
6151,IT Vertrieb und Account Management/ Datacenter,Senior,de,IT Sales and Account Management / Datacenter
6152,Lead Sales Management,Senior,en,Lead Sales Management
6153,Management & Sales,Senior,en,Management & Sales
6154,Markt- und VertriebsManagement: Vertriebsmanage...,Senior,de,Market and Sales Management: Sales Management...
6155,Marktplatz Vertrieb und Key Account Management,Senior,de,Marketplace Sales and Key Account Management
6156,Order Management und Inside Sales,Senior,en,Order Management und Inside Sales
6157,Sales & Business Development Management,Senior,en,Sales & Business Development Management
6158,Sales Account Management,Senior,en,Sales Account Management
6159,Sales Address Management,Senior,en,Sales Address Management
6160,Sales Coach & Project Management,Senior,en,Sales Coach & Project Management
6161,Sales Coordinator and Operations Management,Senior,en,Sales Coordinator and Operations Management
6162,Sales director Germany / Head of Key Account Management Germany,Senior,en,Sales director Germany / Head of Key Account Management Germany
6163,Sales Excellence - Customer Experience Management,Senior,en,Sales Excellence - Customer Experience Management
6164,Sales Management,Senior,en,Sales Management
6165,Sales Management - Direktvertrieb,Senior,de,Sales Management - Direct Sales
6166,Sales Process Management,Senior,en,Sales Process Management
6167,Sales Support Key Account Management,Senior,en,Sales Support Key Account Management
6168,Specialist Inside Sales Management Europe & LAA,Senior,en,Specialist Inside Sales Management Europe & LAA
6169,Strategic Sales Management,Senior,en,Strategic Sales Management
6170,Team Lead Sales Strategy and Process Management,Senior,en,Team Lead Sales Strategy and Process Management
6171,Trainee Sales Management,Senior,en,Trainee Sales Management
6172,Vertrieb / Key Account Management,Senior,de,Sales / Key Account Management
6173,Vertrieb // Business Development Management,Senior,de,Sales // Business Development Management
6174,VertriebsKommunikation + -Management,Senior,de,SalesCommunication + Management
6175,Account Management Support,Senior,en,Account Management Support
6176,Interim CEO | MD | CSO - Sales & Performance Management Consultant,Senior,hi,Interim CEO | MD | CSO - Sales & Performance Management Consultant
6177,Abteilungsdirektor Sales & Relationship Managem...,Senior,nl,Department Director Sales & Relationship Management...
6178,Vertriebsdirektor Asset Management,Senior,de,Sales Director Asset Management
6179,Gruppenleiter Project Management Office & Proce...,Senior,de,Group Leader Project Management Office & Proce...
6180,Teamleiter Account Management,Senior,ru,Team leader account management
6181,Teamleiter Customer Relationship Management,Senior,de,Team Leader Customer Relationship Management
6182,Teamleiter Key Account Management,Senior,ru,Team Leader Key Account Management
6183,Teamleiter Managed Services,Senior,de,Team Leader Managed Services
6184,Teamleiter Technisches Property Management,Senior,de,Team Leader Technical Property Management
6185,Teamleiter Business Prozess Management,Senior,de,Team Leader Business Process Management
6186,Gruppenleiter Messe & Event Management,Senior,de,Group Leader Fair & Event Management
6187,Bereichsleiter Vertrieb & Service Management,Senior,de,Head of Sales & Service Management
6188,Managing Consultant / Teamleiter Vertrieb / Büroleiter,Senior,de,Managing Consultant / Team Manager Sales / Office Manager
6189,Teamleiter Key Account Management Support,Senior,de,Team Leader Key Account Management Support
6190,"Leiter ""Master Data Management""",Senior,de,"Head of ""Master Data Management"""
6191,Leiter Akquisition & Key Account Management Modernisation,Senior,de,Head of Acquisition & Key Account Management Modernisation
6192,Leiter Application Management,Senior,de,Head of Application Management
6193,Leiter Channel Management,Senior,de,Head of Channel Management
6194,Leiter eProduct Management,Senior,de,Head of eProduct Management
6195,Leiter Key Account Management,Senior,de,Head of Key Account Management
6196,Leiter Managed Services,Senior,ur,Leiter Managed Services
6197,Leiter Order Management,Senior,de,Head of Order Management
6198,Leiter Process Management,Senior,de,Head of Process Management
6199,Leiterin Office Management,Senior,it,Head of Office Management
6200,Teamleitung Key Account Management,Senior,de,Team Leader Key Account Management
6201,Leiter Business Process Management,Senior,de,Head of Business Process Management
6202,Leiter Business Process Management/Rekrutierung,Senior,de,Head of Business Process Management/Recruitment
6203,Leiter IT Service Management,Senior,de,Head of IT Service Management
6204,Leiter IT-Management,Senior,de,Head of IT Management
6205,Bereichsleitung Key Account Management CRM,Senior,de,Key Account Management CRM
6206,Leiter Customer Relationship Management (CRM),Senior,en,Leiter Customer Relationship Management (CRM)
6207,AGV/IT Leiter Projekt-Management (Messe Kontakt),Senior,de,AGV/IT Head of Project Management (Trade Fair Contact)
6208,Leiter Marketing / International Brand Management,Senior,de,Head of Marketing / International Brand Management
6209,Leiter Marketing Management,Senior,de,Head of Marketing Management
6210,Leiter Marketing und Managementsysteme,Senior,de,Head of Marketing and Management Systems
6211,Leiter Social Media & Community Management / Kommunikation,Senior,de,Head of Social Media & Community Management / Communication
6212,Leiterin Marketing / Produkt Management,Senior,de,Head of Marketing / Product Management
6213,Leiter Operations Management,Senior,en,Leiter Operations Management
6214,Leiter Area Sales Management D-A-CH,Senior,de,Head of Area Sales Management D-A-CH
6215,Leiter Regional Sales Management National,Senior,en,Leiter Regional Sales Management National
6216,Leiter Sales Systems & Process Management / Leiter VID/KD,Senior,de,Head of Sales Systems & Process Management / Head of VID/KD
6217,Leiter Vertrieb Consulting und Managed Services,Senior,de,Head of Sales Consulting and Managed Services
6218,Leiter Vertrieb Industrie und Key Account Management,Senior,de,Head of Sales Industry and Key Account Management
6219,Leiter Vertrieb Managed Services / IT-Strategie...,Senior,de,Head of Sales Managed Services / IT Strategy...
6220,Leiter Vertrieb und Key Account Management,Senior,de,Head of Sales and Key Account Management
6221,Leiter Vertriebssteuerung / Key Account Management,Senior,de,Head of Sales Management / Key Account Management
6222,Vertriebsleitung / Sales Management,Senior,de,Sales Management / Sales Management
6223,Account Executive,Senior,en,Account Executive
6224,Account Executive Automotive DACH,Senior,de,Account Executive Automotive DACH
6225,Account Executive SaaS,Senior,en,Account Executive SaaS
6226,Acquisition Executive,Senior,en,Acquisition Executive
6227,Cloud Services Executive,Senior,en,Cloud Services Executive
6228,Customer Executive,Senior,en,Customer Executive
6229,Enterprise Account Executive,Senior,en,Enterprise Account Executive
6230,Executive board,Senior,en,Executive board
6231,Executive Board Member,Senior,en,Executive Board Member
6232,Executive Chairman,Senior,en,Executive Chairman
6233,Executive In Residence,Senior,en,Executive In Residence
6234,Executive Recruiter,Senior,en,Executive Recruiter
6235,Executive Researcher -Travis Research & CER Sourcing - lucy@travisresearch.co.uk,Senior,en,Executive Researcher -Travis Research & CER Sourcing - lucy@travisresearch.co.uk
6236,Executive Search,Senior,en,Executive Search
6237,Field Account Executive,Senior,en,Field Account Executive
6238,Head Executive Search & Partner,Senior,en,Head Executive Search & Partner
6239,"Account Executive""",Senior,en,"Account Executive"""
6240,Inhaberin  Leadership & Executive Development,Senior,de,Owner Leadership & Executive Development
6241,Interim Executive - Agent of Change,Senior,en,Interim Executive - Agent of Change
